Farm_ID,Crop_Type,Farm_Location,Nitrogen_Percent,Phosphorus_ppm,Potassium_ppm,Soil_pH,Rainfall_mm,Yield_kg_per_ha,Planting_Date,Harvest_Date
GH-01359,Cocoa,Brong Ahafo,1.34,10.5,256.6,5.83,1353.5,459.8,2022-09-22,2023-05-22
GH-01234,Maize,Ashanti,1.05,18.5,151.3,4.54,1399.3,1522.2,2023-05-31,2023-09-08
GH-00805,Plantain,Eastern,3.4,10.6,206.5,5.04,1735.3,,2023-04-05,2023-07-23
GH-00537,Soybean,Greater Accra,1.35,45.8,181.8,6.54,1245.5,1048.9,2022-08-17,2023-01-09
GH-01593,Cocoa,Western,2.22,16.6,132.6,5.77,1535.4,1093.9,2022-02-03,2022-08-18
GH-00829,Groundnut,Upper West,2.03,28.5,188.6,4.59,923.9,1452.7,2022-11-20,2023-02-22
GH-00293,Maize,Upper East,2.98,8.3,170.7,5.7,1046.3,1922.5,2023-04-26,2023-08-11
GH-00628,Plantain,Northern,1.74,10.3,292.0,6.97,1104.5,5058.8,2022-01-10,2022-05-03
GH-00965,Groundnut,Upper East,1.69,24.7,57.1,7.02,967.5,1793.1,2022-02-06,2022-10-06
GH-00635,Rice,Volta,1.14,40.8,68.3,4.8,1119.4,3809.6,2023-09-07,2024-01-26
GH-01830,Maize,Brong Ahafo,,37.9,117.1,5.54,1232.7,,2022-03-03,2022-07-23
GH-00865,Cocoa,Volta,2.16,25.0,261.4,6.49,1222.7,422.0,2022-06-07,2022-12-09
GH-00352,Maize,Central,1.02,29.5,227.7,7.46,1452.9,3225.2,2022-08-13,2022-11-19
GH-00357,Rice,Upper East,0.79,7.8,73.3,6.79,937.4,2935.7,2023-03-19,2023-07-20
GH-00620,Cassava,Greater Accra,1.79,11.0,75.9,5.45,817.3,10517.1,2023-02-09,2024-06-20
GH-01953,Cassava,Upper West,1.43,38.5,78.9,5.13,905.9,10086.7,2022-06-11,2023-10-20
GH-00841,Groundnut,Upper East,2.21,22.8,265.2,6.59,,,2022-03-29,2022-08-25
GH-01940,Groundnut,Eastern,2.27,44.1,94.2,5.51,1346.7,1799.7,2022-02-07,2022-07-03
GH-00230,Yam,Greater Accra,2.04,31.6,65.0,5.75,1033.5,,2022-05-06,2023-01-24
GH-01667,Soybean,Western,0.5,13.6,275.4,6.64,1762.1,1973.5,2023-12-11,2024-03-18
GH-01463,Yam,Volta,1.98,7.5,131.9,7.24,1006.9,7760.4,2022-07-21,2023-02-02
GH-01185,Soybean,Ashanti,2.18,49.1,208.1,7.22,1478.9,1388.2,2023-06-26,2023-10-29
GH-01004,Maize,Eastern,1.34,,126.1,7.23,1711.3,3419.0,2023-05-31,2023-10-24
GH-01936,Soybean,Central,2.87,10.2,147.5,7.06,1166.5,1256.4,2023-04-28,2023-08-14
GH-01864,Plantain,Upper West,2.53,49.2,235.7,5.77,1191.0,14998.9,2022-05-05,2022-08-21
GH-01621,Yam,Central,2.07,28.4,222.2,6.01,1002.5,12781.8,2023-11-28,2024-07-25
GH-00013,Cassava,Upper East,3.19,33.9,245.5,4.96,961.3,17328.0,2022-05-03,2023-03-10
GH-01742,Rice,Eastern,1.88,39.3,133.8,6.84,1596.4,2112.7,2022-08-02,2022-11-12
GH-00259,Soybean,Northern,0.58,33.3,76.8,5.82,1043.1,1610.3,2023-09-01,2023-12-23
GH-00036,Yam,Northern,2.53,7.9,187.3,7.18,1060.8,12753.5,2022-01-31,2022-09-13
GH-00170,Plantain,Brong Ahafo,1.41,22.9,189.9,4.71,1293.7,14746.9,2022-02-01,2022-05-06
GH-01078,Maize,Brong Ahafo,3.24,24.4,296.6,5.77,1219.0,3894.6,2022-10-25,2023-03-08
GH-00432,Plantain,Northern,2.85,42.0,204.2,5.6,1014.0,13844.2,2023-09-04,2023-12-06
GH-01258,Cassava,Greater Accra,0.63,34.9,178.1,7.02,1223.1,,2023-04-21,2024-04-25
GH-01951,Cocoa,Western,1.66,35.2,250.6,6.37,1683.8,943.7,2023-12-23,2024-07-06
GH-01807,Cocoa,Greater Accra,1.0,31.2,261.6,5.7,935.8,874.8,2023-04-03,2023-10-06
GH-00682,Yam,Volta,0.88,21.9,,5.33,1097.8,7721.0,2023-04-03,2023-10-29
GH-01802,Yam,Volta,3.31,25.0,118.9,5.77,1001.5,17802.2,2023-06-20,2024-02-29
GH-00264,Maize,Eastern,0.94,42.2,142.6,5.86,1455.6,4053.1,2023-05-29,2023-09-22
GH-01273,Cassava,Central,1.33,22.2,124.4,5.36,1350.7,8532.1,2022-03-13,2023-03-26
GH-01639,Maize,Upper East,,48.7,160.7,7.41,906.6,3786.7,2022-08-15,2023-01-05
GH-01384,Cocoa,Volta,1.73,17.3,251.2,4.87,1265.4,479.7,2023-07-20,2024-03-23
GH-01256,Rice,Upper West,2.04,,112.5,6.08,1059.6,2602.2,2022-11-04,2023-03-09
GH-00724,Maize,Ashanti,0.81,,266.9,5.25,1829.1,3550.2,2022-12-08,2023-03-28
GH-01130,Rice,Northern,1.1,38.0,,5.51,1029.0,3250.0,2023-02-09,2023-05-26
GH-00369,Cassava,Upper West,0.86,22.1,155.5,6.83,1013.7,9636.4,2023-06-01,2024-06-06
GH-00800,Cassava,Ashanti,,22.5,,6.79,1345.0,14611.9,2023-08-05,2024-05-30
GH-00994,Cocoa,Northern,3.17,17.4,161.1,6.48,1079.3,1127.1,2023-07-12,2024-04-05
GH-00209,Plantain,Central,3.36,43.9,247.1,6.76,1328.9,6585.6,2023-01-08,2023-04-08
GH-00835,Maize,Central,0.71,22.1,104.0,7.27,1165.0,2111.6,2022-07-27,2022-12-15
GH-00939,Plantain,Volta,0.56,9.6,173.1,4.56,1089.7,6870.4,2022-06-29,2022-10-02
GH-00185,Maize,Upper East,2.52,13.3,156.5,6.94,962.4,1862.1,2023-01-05,2023-05-21
GH-00732,Maize,Western,2.78,37.9,109.1,5.03,1959.7,3454.7,2023-04-19,2023-09-07
GH-00372,Soybean,Northern,1.81,22.8,262.6,5.06,1013.9,2747.8,2022-08-19,2022-12-19
GH-01804,Soybean,Upper East,2.89,,141.7,5.36,1007.6,2162.5,2022-10-27,2023-02-07
GH-00801,Maize,Volta,0.78,10.9,82.1,6.12,1293.2,3811.2,2022-06-18,2022-10-07
GH-00672,Plantain,Upper East,3.16,42.8,162.0,7.37,1027.3,10431.2,2022-01-01,2022-05-22
GH-01456,Yam,Northern,1.34,21.1,226.5,6.6,1078.5,9964.1,2023-07-15,2024-04-12
GH-01993,Cassava,Eastern,3.4,16.2,184.5,7.13,1583.5,9616.1,2023-02-20,2024-02-29
GH-01355,Rice,Central,2.99,49.1,92.8,7.28,1341.9,4108.7,2023-06-24,2023-10-31
GH-00621,Cocoa,Brong Ahafo,2.72,15.9,76.9,5.85,1115.7,559.3,2023-10-20,2024-08-14
GH-00982,Soybean,Western,1.91,39.6,172.0,5.26,1843.1,2791.3,2023-04-24,2023-09-04
GH-00279,Maize,Central,2.97,30.4,121.2,6.18,1369.8,3080.9,2022-10-26,2023-03-22
GH-01719,Rice,Western,1.48,20.4,282.5,7.32,,2059.1,2022-12-23,2023-05-16
GH-00501,Groundnut,Northern,,16.3,259.6,7.23,1088.3,1164.7,2023-01-09,2023-05-12
GH-01167,Yam,Eastern,0.85,47.3,284.1,6.47,1684.3,7699.2,2023-11-01,2024-05-14
GH-01468,Plantain,Brong Ahafo,2.31,46.3,284.5,6.61,1156.9,10498.1,2023-05-16,2023-09-17
GH-01424,Groundnut,Ashanti,0.83,16.7,101.5,6.31,1496.7,1974.4,2022-05-25,2022-10-19
GH-01269,Yam,Ashanti,1.83,11.5,143.7,6.69,,9975.6,2022-07-10,2023-02-20
GH-00485,Yam,Volta,3.32,38.8,114.5,6.74,,8295.3,2022-05-26,2023-03-17
GH-01378,Yam,Upper West,2.2,11.7,59.0,6.75,1152.5,15117.7,2022-02-13,2022-08-12
GH-01614,Maize,Central,3.0,35.7,252.7,6.02,1359.1,1616.4,2022-08-20,2023-01-05
GH-00776,Yam,Upper West,2.97,6.3,124.5,7.09,919.5,15430.4,2023-08-06,2024-03-18
GH-00626,Rice,Upper East,2.12,21.6,159.7,5.68,920.4,2355.7,2022-02-11,2022-05-26
GH-00136,Yam,Ashanti,2.51,44.4,52.8,6.92,1702.9,12715.4,2022-03-12,2022-10-27
GH-00222,Cassava,Eastern,3.01,41.1,,5.44,1611.1,12513.8,2023-09-30,2025-01-15
GH-00649,Soybean,Western,2.76,21.2,256.4,5.21,1636.9,1610.5,2022-10-18,2023-02-28
GH-01177,Groundnut,Central,1.15,19.2,124.6,5.06,1075.6,1236.5,2023-07-08,2023-10-13
GH-01820,Cassava,Eastern,1.74,44.9,271.9,6.16,,14537.6,2022-09-18,2024-02-12
GH-00438,,Upper West,3.47,12.9,163.6,4.57,925.7,1581.8,2022-02-03,2022-05-12
GH-00453,Plantain,Eastern,0.72,11.1,83.9,7.48,1334.2,11587.2,2022-05-23,2022-09-26
GH-01607,Rice,Greater Accra,2.15,28.5,77.7,7.05,1106.1,4932.4,2023-09-09,2023-12-15
GH-00806,Cocoa,Ashanti,2.98,32.0,87.6,7.02,1568.4,887.8,2022-10-24,2023-07-04
GH-01560,Cassava,Volta,,14.1,174.9,5.27,1129.6,,2023-06-20,2024-06-21
GH-00954,,Northern,2.35,45.5,76.3,4.79,1084.9,678.5,2022-10-09,2023-06-04
GH-01387,Maize,Upper East,1.45,29.1,161.8,5.82,1014.6,4011.2,2023-06-08,2023-01-29
GH-01846,Groundnut,Northern,2.69,16.4,63.3,6.37,1076.7,1222.7,2023-09-20,2024-02-05
GH-01693,,Upper West,1.26,8.8,274.4,6.5,1013.9,963.1,2023-04-09,2023-12-05
GH-01706,Soybean,Northern,1.46,6.0,178.4,5.34,1046.2,1220.0,2022-03-28,2022-08-08
GH-01006,Yam,Northern,3.06,20.4,246.6,6.86,,7354.8,2022-07-21,2023-02-22
GH-00462,,Volta,1.02,41.2,189.0,6.63,1101.0,8953.1,2022-12-30,2023-08-11
GH-00539,Yam,Ashanti,1.69,29.0,51.3,6.26,1536.7,14523.3,2023-03-03,2023-10-26
GH-01970,Maize,Ashanti,0.91,41.8,69.8,6.07,1924.9,2543.3,2023-01-15,2023-06-04
GH-00558,Plantain,Volta,2.0,23.1,255.1,6.42,1095.8,5829.2,2022-01-21,2022-05-10
GH-00422,Rice,Brong Ahafo,2.32,42.6,68.3,6.3,1367.6,2828.4,2023-02-04,2023-06-07
GH-00634,Maize,Eastern,0.86,20.3,190.4,4.86,1446.9,4050.1,2022-03-15,2022-07-27
GH-01392,Plantain,Greater Accra,0.65,7.2,124.4,6.53,987.7,,2023-04-07,2023-08-21
GH-01686,,Upper East,2.36,,56.3,5.87,1045.7,1583.1,2023-09-26,2024-02-13
GH-01007,Cocoa,Western,1.0,35.0,128.1,5.18,1532.9,1127.1,2023-07-29,2024-01-31
GH-01514,Maize,Upper West,1.0,31.2,221.2,5.89,1186.2,2408.1,2023-05-30,2023-09-12
GH-01819,Rice,Western,2.8,19.0,288.8,5.08,1607.1,2174.0,2022-06-16,2022-10-19
GH-01394,Plantain,Western,1.36,20.4,84.2,4.74,1520.5,10751.3,2022-06-15,2022-10-01
GH-00472,Soybean,Upper West,1.62,43.3,110.6,7.29,990.2,1686.8,2023-08-29,2023-12-13
GH-01049,Yam,Central,2.61,49.8,239.0,4.99,1012.1,8223.2,2023-10-14,2024-07-31
GH-01221,Maize,Eastern,3.19,37.7,206.1,4.57,1421.4,1866.8,2022-11-26,2023-03-02
GH-00133,,Northern,2.31,42.0,264.4,6.47,1147.1,2481.8,2023-08-13,2023-12-22
GH-01137,Groundnut,Eastern,3.24,21.5,146.3,5.44,1599.4,1225.3,2022-06-24,2022-11-07
GH-01773,Maize,Volta,0.93,7.7,162.2,6.92,1306.0,2714.7,2023-01-16,2023-05-13
GH-00213,Yam,Greater Accra,2.82,38.2,191.2,4.97,1048.9,11675.0,2022-02-20,2022-11-30
GH-00207,Soybean,Upper East,2.59,39.2,141.3,4.94,1089.4,2339.6,2022-05-16,2022-10-07
GH-01713,Yam,Western,1.58,32.0,248.4,6.44,1901.7,16624.9,2023-08-28,2024-02-28
GH-00893,Maize,Volta,0.7,28.9,270.9,6.01,1377.3,2992.6,2022-10-09,2023-02-27
GH-00652,Soybean,Ashanti,2.14,25.0,183.8,5.31,1511.1,1218.0,2023-08-01,2023-12-10
GH-00102,Rice,Brong Ahafo,1.86,23.7,202.5,7.24,1323.4,3170.5,2022-08-22,2023-01-17
GH-01784,Plantain,Volta,0.52,9.8,135.2,4.65,,,2022-08-21,2023-01-12
GH-01092,Groundnut,Northern,1.6,14.4,205.2,5.27,1014.7,1593.3,2022-03-15,2022-08-10
GH-01005,Maize,Eastern,0.89,7.6,94.0,6.06,1314.6,3210.4,2023-07-31,2023-12-09
GH-00997,Maize,Central,2.71,20.2,,6.68,1239.8,1674.7,2023-03-24,2023-08-10
GH-00431,Maize,Greater Accra,3.45,29.0,233.2,6.92,1013.7,2266.1,2023-12-27,2024-04-01
GH-01844,Cassava,Eastern,2.56,36.9,68.0,6.97,1382.6,17645.1,2023-03-25,2024-02-04
GH-01904,Yam,Upper West,0.68,48.3,267.3,6.87,1115.4,15019.0,2022-01-29,2022-08-21
GH-01966,Maize,Greater Accra,0.9,32.4,291.4,5.07,987.4,3775.9,2023-05-07,2023-08-18
GH-00923,Maize,Greater Accra,1.75,,246.0,5.15,1239.2,4421.4,2022-03-11,2022-06-19
GH-00158,Rice,Volta,3.34,44.5,93.6,7.0,1113.9,4180.5,2022-07-14,2022-12-06
GH-01239,Maize,Upper East,1.33,22.6,215.5,4.65,1047.9,2794.3,2023-06-09,2023-10-26
GH-00761,Cocoa,Western,0.9,7.5,94.0,6.26,1969.2,584.6,2023-05-25,2023-12-26
GH-00290,Soybean,Upper West,3.14,23.6,284.2,4.52,1126.8,1483.0,2023-05-11,2023-08-30
GH-00184,Cassava,Ashanti,3.19,29.2,84.6,5.55,,9740.8,2023-08-29,2024-06-05
GH-00817,Maize,Eastern,3.18,15.4,179.0,4.68,1661.4,3599.3,2022-01-18,2022-04-23
GH-00253,Cocoa,Western,2.22,42.3,150.3,6.46,2087.5,830.1,2022-11-11,2023-08-07
GH-00977,Soybean,Central,2.19,35.6,226.7,5.12,1183.2,1514.1,2022-04-08,2022-07-13
GH-00677,Cocoa,Upper West,2.59,37.2,86.9,5.17,1099.3,510.1,2023-08-27,2024-04-13
GH-01372,Cassava,Upper East,2.59,20.4,201.0,5.03,1023.7,16226.9,2022-07-21,2023-04-27
GH-00090,Rice,Upper East,2.63,31.2,150.2,5.75,977.5,4538.2,2023-06-11,2023-10-17
GH-00017,Cocoa,Upper West,3.32,17.0,64.3,6.21,,990.5,2023-11-01,2024-06-22
GH-01722,Cassava,Greater Accra,2.91,19.2,93.0,4.74,1011.0,16567.3,2023-10-19,2024-08-13
GH-01369,Maize,Western,2.84,8.6,82.1,5.59,1975.8,2838.1,2023-02-07,2023-05-24
GH-01642,Maize,Volta,3.0,23.9,,5.76,1211.8,4012.9,2022-08-04,2022-11-12
GH-00234,Cocoa,Central,1.71,42.3,122.5,6.25,1484.6,480.3,2023-04-30,2024-01-15
GH-00351,Cocoa,Ashanti,2.63,20.3,86.8,6.98,1513.7,956.4,2022-05-13,2023-02-24
GH-01709,Soybean,Ashanti,1.1,30.5,196.6,6.64,1991.9,1896.8,2023-11-23,2024-03-29
GH-01886,Plantain,Central,1.1,21.2,77.6,5.26,1191.8,8795.9,2023-09-23,2024-01-03
GH-01270,Rice,Western,2.75,44.5,95.7,6.43,1861.2,3501.3,2022-05-17,2022-09-12
GH-00103,Rice,Upper East,1.3,7.8,145.6,5.75,926.7,2852.4,2023-06-24,2023-10-10
GH-00531,Maize,Volta,2.28,7.9,67.4,6.25,1257.4,4100.4,2023-02-28,2023-07-01
GH-01033,Maize,Brong Ahafo,0.66,31.2,78.2,7.48,1235.0,4116.8,2023-08-24,2024-01-08
GH-01731,Plantain,Greater Accra,,19.2,226.1,6.94,1067.6,13457.9,2023-02-04,2023-05-25
GH-01371,Groundnut,Western,1.24,,,6.3,1753.3,1910.8,2023-02-21,2023-06-29
GH-01414,Soybean,Volta,2.98,6.4,64.1,6.79,1046.1,2765.7,2023-11-04,2024-03-26
GH-01426,Plantain,Upper East,3.13,5.0,134.1,7.31,1035.1,6767.6,2022-02-13,2022-06-11
GH-01750,Groundnut,Eastern,2.01,44.1,61.3,7.12,1575.2,1797.9,2023-03-20,2023-07-07
GH-00658,Cassava,Eastern,3.3,43.9,207.1,5.15,1250.5,18437.6,2022-09-09,2023-08-27
GH-01835,Cocoa,Upper West,2.26,38.1,228.2,7.17,956.6,670.8,2022-05-16,2023-01-24
GH-01344,Maize,Eastern,,6.9,62.1,6.53,1707.9,3843.0,2023-07-30,2023-12-11
GH-01848,Soybean,Brong Ahafo,2.39,13.9,115.0,4.96,1284.9,1825.8,2022-09-27,2023-02-17
GH-00408,Soybean,Eastern,3.31,14.3,222.5,7.06,1361.2,,2022-05-23,2022-09-30
GH-01776,Soybean,Northern,2.29,13.7,222.3,6.16,1142.7,1022.3,2023-02-15,2023-05-31
GH-01348,Groundnut,Greater Accra,1.52,9.7,86.3,4.74,1150.7,1908.2,2023-12-15,2024-05-11
GH-00247,Maize,Brong Ahafo,0.67,38.1,236.3,4.53,,4413.5,2023-12-30,2024-05-07
GH-01448,Soybean,Central,1.8,10.3,75.6,6.37,1012.1,2444.2,2023-04-18,2023-09-05
GH-00276,Cocoa,Upper East,3.04,24.2,233.2,5.17,1099.9,845.5,2022-06-20,2023-01-06
GH-01212,,Northern,0.93,23.9,176.6,6.28,1107.3,745.6,2023-11-09,2024-05-22
GH-01295,Cocoa,Upper East,1.44,31.7,256.4,5.1,970.0,602.4,2023-08-28,2024-04-23
GH-00398,,Upper West,,,89.9,6.37,1078.9,14205.5,2023-05-26,2023-10-05
GH-00644,Maize,Eastern,1.74,38.8,292.0,5.74,,4313.7,2023-10-13,2024-02-14
GH-01901,Cocoa,Northern,1.82,23.5,156.6,6.74,1094.0,1158.3,2023-11-22,2024-08-22
GH-00927,Yam,Western,3.33,17.0,289.8,7.0,1982.4,17309.1,2023-11-16,2024-06-26
GH-01186,Cocoa,Western,3.33,44.1,122.1,4.62,2085.2,604.5,2023-04-06,2024-01-09
GH-00252,Maize,Upper East,1.66,27.7,176.9,7.48,,,2022-01-17,2022-05-31
GH-00950,Yam,Brong Ahafo,1.31,19.2,164.7,5.68,1283.8,14607.5,2022-08-07,2023-02-06
GH-00581,Plantain,Western,,6.7,,6.27,1668.0,11267.8,2023-09-06,2023-12-28
GH-01813,Groundnut,Brong Ahafo,0.77,18.5,50.4,5.03,1136.1,1956.1,2023-09-17,2023-12-31
GH-01727,,Northern,3.19,8.5,185.9,5.77,,696.1,2023-12-03,2024-07-01
GH-01925,Rice,Volta,0.87,33.2,,6.3,1136.7,4182.3,2023-09-09,2023-12-17
GH-01430,Groundnut,Volta,0.82,8.6,,6.61,1267.1,1672.8,2022-06-18,2022-11-09
GH-00487,Cassava,Ashanti,2.82,43.1,165.0,6.74,1629.8,18591.8,2022-12-22,2023-09-04
GH-01315,,Greater Accra,2.18,43.4,217.3,4.56,1201.2,10822.0,2022-08-05,2022-11-19
GH-01054,Groundnut,Eastern,3.31,37.2,244.8,6.1,1376.1,2446.0,2023-06-21,2023-10-09
GH-01566,Cassava,Volta,2.94,5.7,172.9,6.98,1378.6,12642.9,2023-03-19,2023-12-30
GH-00867,Yam,Central,2.93,37.2,60.0,5.84,1196.2,14806.4,2023-07-02,2024-04-21
GH-00689,Groundnut,Upper West,0.54,16.5,256.2,7.02,966.7,,2022-11-05,2023-02-04
GH-00861,Cocoa,Northern,0.66,11.3,295.9,6.98,1034.6,834.8,2022-09-24,2023-06-01
GH-00897,Plantain,Ashanti,1.24,,92.6,5.01,1849.2,11885.8,2023-12-14,2024-04-20
GH-01734,Cocoa,Northern,1.18,15.7,77.7,5.37,,831.2,2023-08-23,2024-03-21
GH-01735,Maize,Northern,2.2,49.1,94.3,6.34,1015.5,3489.2,2023-05-16,2023-08-15
GH-00265,Cassava,Greater Accra,2.54,36.3,106.5,5.22,1011.0,19179.3,2023-04-06,2024-09-25
GH-01219,Yam,Volta,0.91,11.5,140.6,7.13,1326.6,9743.7,2022-12-15,2023-07-16
GH-01877,Yam,Ashanti,1.56,40.8,63.1,6.55,1894.4,12527.7,2022-09-10,2023-04-23
GH-00882,Plantain,Brong Ahafo,2.42,44.0,186.0,4.73,1335.1,10722.7,2023-08-24,2023-12-20
GH-00704,Soybean,Volta,3.47,18.1,250.4,4.58,1139.1,2026.2,2023-04-17,2023-07-26
GH-01397,Cassava,Brong Ahafo,2.49,37.1,202.1,5.96,1312.3,11210.9,2022-04-21,2023-06-14
GH-01399,Cocoa,Greater_Accra,2.78,35.0,290.3,7.01,804.9,683.8,2023-07-03,2024-04-07
GH-00415,Cassava,Northern,0.56,38.3,53.9,7.28,1036.1,10590.0,2023-10-01,2024-12-22
GH-00456,Cassava,Greater Accra,2.72,16.6,125.7,4.83,1048.9,14780.1,2023-02-05,2024-05-03
GH-01867,Rice,Western,0.68,47.7,183.2,4.55,1886.1,4557.0,2023-09-02,2023-12-01
GH-00437,Soybean,Northern,2.3,7.6,,6.18,1062.7,1538.9,2022-07-11,2022-10-14
GH-00971,Soybean,Brong Ahafo,2.14,8.4,258.1,5.82,1278.2,1414.6,2023-03-02,2023-06-16
GH-01969,Maize,Western,0.67,13.5,123.2,7.49,1900.1,2061.1,2022-08-03,2022-12-12
GH-01567,Yam,Upper East,1.65,37.8,230.5,5.73,949.3,14193.9,2023-02-22,2023-10-22
GH-00608,Soybean,Upper West,2.88,20.2,278.8,6.04,1196.4,1901.6,2022-05-23,2022-10-18
GH-00877,Rice,Western,1.01,33.6,55.0,5.01,1993.7,3166.3,2022-06-13,2022-10-24
GH-01782,Soybean,Brong Ahafo,1.08,47.6,175.1,5.23,1308.0,1818.3,2023-09-29,2024-02-15
GH-01513,Yam,Central,2.28,10.6,206.7,6.4,1484.1,,2022-07-12,2023-01-20
GH-00967,Yam,Ashanti,1.35,40.5,137.4,5.25,,9793.8,2022-06-05,2023-03-31
GH-00402,Cocoa,Ashanti,2.38,42.9,226.4,5.62,1638.4,1191.9,2022-04-30,2023-01-08
GH-01975,Rice,Northern,1.75,29.7,161.0,5.53,1082.1,4296.8,2023-06-12,2023-09-18
GH-00533,Maize,Western,1.5,14.9,93.1,7.32,1805.0,4274.6,2023-12-10,2024-04-13
GH-01957,Plantain,Upper West,2.17,18.3,66.5,4.88,934.4,11561.5,2022-08-08,2022-12-23
GH-01738,Groundnut,Central,0.57,24.0,191.6,4.61,1089.1,2310.1,2022-03-21,2022-08-16
GH-01278,Groundnut,Upper West,3.22,31.0,202.7,5.02,910.0,1696.8,2023-07-28,2023-11-03
GH-00094,Plantain,Eastern,1.49,7.5,249.7,6.07,1745.9,12164.9,2022-11-17,2023-03-15
GH-01342,Soybean,Western,0.89,43.1,299.6,4.75,1922.6,1514.7,2023-03-24,2023-08-19
GH-00269,Groundnut,NR,2.19,35.2,100.2,6.67,1122.5,2250.3,2023-07-25,2023-11-01
GH-01636,Groundnut,Ashanti,1.51,5.2,181.7,6.27,1381.9,1810.0,2023-08-20,2023-11-22
GH-01771,Cassava,Ashanti,2.38,33.4,292.0,5.54,1858.7,17080.9,2022-08-07,2024-01-05
GH-00604,Plantain,Brong Ahafo,0.73,14.2,233.6,5.74,1253.7,8563.9,2023-02-24,2023-07-09
GH-01467,Rice,Brong Ahafo,2.87,37.7,149.2,6.33,,3348.6,2023-08-27,2023-12-26
GH-01538,Plantain,Upper East,0.88,19.1,247.7,4.87,1075.8,12589.3,2022-09-23,2023-01-27
GH-00249,Maize,Eastern,1.33,43.4,132.7,4.88,1298.6,3128.3,2023-05-20,2023-09-27
GH-00291,Maize,Northern,1.88,14.0,76.6,4.68,1096.7,1740.6,2022-05-26,2022-09-26
GH-00625,Yam,Volta,1.39,18.0,293.3,6.1,1170.9,8867.1,2022-08-27,2023-04-28
GH-01208,Plantain,Ashanti,2.88,14.2,129.6,5.42,1921.9,10967.2,2023-01-01,2023-04-14
GH-00470,Cocoa,Northern,,43.8,134.5,6.97,1033.2,1018.5,2022-07-21,2023-03-26
GH-01331,Plantain,Brong Ahafo,1.07,48.8,76.5,6.44,1197.1,12350.0,2022-10-02,2023-02-15
GH-01648,Cocoa,Northern,,,163.3,6.68,1020.0,595.5,2023-08-02,2024-04-18
GH-00308,Rice,Ashanti Region,0.68,20.4,240.7,5.59,1621.1,4725.8,2022-06-16,2022-10-25
GH-01897,Plantain,Western,1.74,,285.3,6.3,1556.4,7444.4,2023-10-08,2024-02-22
GH-00929,,Central,1.82,16.3,247.3,5.59,1184.0,12012.3,2023-04-08,2023-08-29
GH-01697,Maize,Upper East,2.28,37.3,,6.23,1077.8,2622.5,2022-10-10,2023-03-06
GH-00996,Yam,Northern,2.03,46.9,62.0,5.17,,17671.0,2023-10-03,2024-04-04
GH-00888,Plantain,Upper East,0.74,45.9,229.1,6.76,1008.4,10796.4,2023-07-19,2023-12-05
GH-00651,Groundnut,Central,1.48,37.3,170.0,5.07,1481.4,1875.5,2023-12-30,2024-04-17
GH-01442,Rice,Central,1.56,41.1,253.0,6.81,1376.2,2477.5,2022-05-21,2022-10-17
GH-00326,Plantain,Greater Accra,1.26,31.2,93.0,7.02,1115.7,12116.1,2022-12-12,2023-04-06
GH-01303,Groundnut,Upper West,3.33,26.9,153.9,7.09,1145.4,1456.4,2023-08-23,2023-12-02
GH-00500,Cocoa,Western,1.14,47.5,130.0,5.85,2074.8,1004.1,2022-05-24,2022-11-25
GH-00516,Cassava,Brong Ahafo,2.6,28.2,76.3,6.91,1358.2,12134.2,2022-03-09,2023-06-13
GH-01398,Groundnut,Central,3.11,41.8,190.0,7.22,1202.9,923.3,2023-05-03,2023-09-15
GH-01165,Yam,Western,1.02,9.4,,4.51,,15294.0,2022-01-21,2022-08-04
GH-01067,Yam,Brong Ahafo,2.38,32.1,124.8,5.58,1374.1,6187.3,2023-04-16,2023-12-11
GH-01503,Plantain,Greater Accra,3.03,35.7,78.4,5.31,813.9,9349.5,2022-10-08,2023-01-08
GH-00088,Maize,Ashanti,3.23,11.0,179.3,5.68,1943.5,2257.3,2022-11-15,2023-04-03
GH-01089,Soybean,Central,,46.5,174.8,7.39,1406.5,1512.9,2022-04-18,2022-08-20
GH-01569,Cassava,Eastern,3.47,7.8,72.8,4.6,1556.0,11990.9,2022-08-13,2023-07-21
GH-01885,Maize,Upper East,2.47,33.3,172.5,6.74,977.6,3181.6,2022-01-04,2022-05-06
GH-01937,Cassava,Western,1.65,19.7,151.7,5.69,1839.1,15687.7,2023-07-20,2024-12-13
GH-01230,Cassava,Western,3.0,38.9,282.4,7.15,1578.4,14449.6,2023-02-27,2024-02-26
GH-00662,Cassava,Ashanti Region,0.84,6.4,295.8,7.47,1871.9,19373.0,2023-11-06,2024-08-17
GH-00455,Yam,Western,2.05,41.6,257.4,5.42,1949.7,17077.0,2022-11-05,2023-07-28
GH-01440,Cassava,Upper East,0.85,19.4,244.3,5.12,958.5,15127.2,2022-10-02,2023-09-06
GH-00544,Rice,Brong Ahafo,2.81,43.3,243.6,7.32,1335.8,3383.8,2023-10-19,2024-02-17
GH-01194,Soybean,Ashanti,2.26,8.5,148.0,4.74,1567.3,1093.4,2023-05-13,2023-09-22
GH-01045,Plantain,Brong Ahafo,2.86,,293.6,5.08,1346.7,6044.2,2022-08-29,2023-01-02
GH-00126,Soybean,Ashanti,2.32,30.7,272.2,6.6,1321.2,,2023-02-15,2023-07-04
GH-01070,Yam,Central,3.29,8.2,57.9,4.67,1152.7,12462.1,2022-05-22,2022-12-14
